Date,Close
2022-05-04,1.1383
2022-05-05,1.1395
2022-05-06,1.1408
2022-05-09,1.1421
2022-05-10,1.1413
2022-05-11,1.1425
2022-05-12,1.1438
2022-05-13,1.1451
2022-05-16,1.1443
2022-05-17,1.1456
2022-05-18,1.1465
2022-05-19,1.1452
2022-05-20,1.1463
2022-05-23,1.1471
2022-05-24,1.1484
2022-05-25,1.1475
2022-05-26,1.1487
2022-05-27,1.1500
2022-05-30,1.1513
2022-05-31,1.1505
2022-06-01,1.1517
2022-06-02,1.1530
2022-06-03,1.1543
2022-06-06,1.1535
2022-06-07,1.1548
2022-06-08,1.1557
2022-06-09,1.1544
2022-06-10,1.1555
2022-06-13,1.1563
2022-06-14,1.1576
2022-06-15,1.1567
2022-06-16,1.1579
2022-06-17,1.1592
2022-06-20,1.1605
2022-06-21,1.1597
2022-06-22,1.1609
2022-06-23,1.1622
2022-06-24,1.1635
2022-06-27,1.1627
2022-06-28,1.1640
2022-06-29,1.1649
2022-06-30,1.1636
2022-07-01,1.1647
2022-07-04,1.1655
2022-07-05,1.1668
2022-07-06,1.1659
2022-07-07,1.1671
2022-07-08,1.1684
2022-07-11,1.1697
2022-07-12,1.1689
2022-07-13,1.1701
2022-07-14,1.1714
2022-07-15,1.1727
2022-07-18,1.1719
2022-07-19,1.1732
2022-07-20,1.1741
2022-07-21,1.1728
2022-07-22,1.1739
2022-07-25,1.1747
2022-07-26,1.1760
2022-07-27,1.1751
2022-07-28,1.1763
2022-07-29,1.1776
2022-08-01,1.1789
2022-08-02,1.1781
2022-08-03,1.1793
2022-08-04,1.1806
2022-08-05,1.1819
2022-08-08,1.1811
2022-08-09,1.1824
2022-08-10,1.1833
2022-08-11,1.1820
2022-08-12,1.1831
2022-08-15,1.1839
2022-08-16,1.1852
2022-08-17,1.1843
2022-08-18,1.1855
2022-08-19,1.1868
2022-08-22,1.1881
2022-08-23,1.1873
2022-08-24,1.1885
2022-08-25,1.1898
2022-08-26,1.1911
2022-08-29,1.1903
2022-08-30,1.1916
2022-08-31,1.1925
2022-09-01,1.1912
2022-09-02,1.1923
2022-09-05,1.1931
2022-09-06,1.1944
2022-09-07,1.1935
2022-09-08,1.1947
2022-09-09,1.1960
2022-09-12,1.1973
2022-09-13,1.1965
2022-09-14,1.1977
2022-09-15,1.1990
2022-09-16,1.2003
2022-09-19,1.1995
2022-09-20,1.2008
2022-09-21,1.2017
2022-09-22,1.2004
2022-09-23,1.2015
2022-09-26,1.2023
2022-09-27,1.2036
2022-09-28,1.2027
2022-09-29,1.2039
2022-09-30,1.2052
2022-10-03,1.2065
2022-10-04,1.2057
2022-10-05,1.2070
2022-10-06,1.2079
2022-10-07,1.2066
2022-10-10,1.2077
2022-10-11,1.2085
2022-10-12,1.2098
2022-10-13,1.2089
2022-10-14,1.2101
2022-10-17,1.2114
2022-10-18,1.2127
2022-10-19,1.2119
2022-10-20,1.2132
2022-10-21,1.2141
2022-10-24,1.2128
2022-10-25,1.2139
2022-10-26,1.2147
2022-10-27,1.2160
2022-10-28,1.2151
2022-10-31,1.2163
2022-11-01,1.2176
2022-11-02,1.2189
2022-11-03,1.2181
2022-11-04,1.2194
2022-11-07,1.2203
2022-11-08,1.2190
2022-11-09,1.2201
2022-11-10,1.2209
2022-11-11,1.2222
2022-11-14,1.2213
2022-11-15,1.2225
2022-11-16,1.2238
2022-11-17,1.2251
2022-11-18,1.2243
2022-11-21,1.2256
2022-11-22,1.2265
2022-11-23,1.2252
2022-11-24,1.2263
2022-11-25,1.2271
2022-11-28,1.2284
2022-11-29,1.2275
2022-11-30,1.2287
2022-12-01,1.2300
2022-12-02,1.2313
2022-12-05,1.2305
2022-12-06,1.2318
2022-12-07,1.2327
2022-12-08,1.2314
2022-12-09,1.2325
2022-12-12,1.2333
2022-12-13,1.2346
2022-12-14,1.2337
2022-12-15,1.2349
2022-12-16,1.2362
2022-12-19,1.2375
2022-12-20,1.2367
2022-12-21,1.2380
2022-12-22,1.2389
2022-12-23,1.2376
2022-12-26,1.2387
2022-12-27,1.2395
2022-12-28,1.2408
2022-12-29,1.2399
2022-12-30,1.2411
2023-01-02,1.2424
2023-01-03,1.2437
2023-01-04,1.2429
2023-01-05,1.2442
2023-01-06,1.2451
2023-01-09,1.2438
2023-01-10,1.2449
2023-01-11,1.2457
2023-01-12,1.2470
2023-01-13,1.2461
2023-01-16,1.2473
2023-01-17,1.2486
2023-01-18,1.2499
2023-01-19,1.2491
2023-01-20,1.2504
2023-01-23,1.2513
2023-01-24,1.2500
2023-01-25,1.2511
2023-01-26,1.2519
2023-01-27,1.2532
2023-01-30,1.2523
2023-01-31,1.2535
2023-02-01,1.2548
2023-02-02,1.2561
2023-02-03,1.2553
2023-02-06,1.2566
2023-02-07,1.2575
2023-02-08,1.2562
2023-02-09,1.2573
2023-02-10,1.2581
2023-02-13,1.2594
2023-02-14,1.2585
2023-02-15,1.2597
2023-02-16,1.2610
2023-02-17,1.2623
2023-02-20,1.2615
2023-02-21,1.2628
2023-02-22,1.2637
2023-02-23,1.2624
2023-02-24,1.2635
2023-02-27,1.2643
2023-02-28,1.2656
2023-03-01,1.2647
2023-03-02,1.2659
2023-03-03,1.2672
2023-03-06,1.2685
2023-03-07,1.2677
2023-03-08,1.2690
2023-03-09,1.2699
2023-03-10,1.2686
2023-03-13,1.2697
2023-03-14,1.2705
2023-03-15,1.2718
2023-03-16,1.2709
2023-03-17,1.2721
2023-03-20,1.2734
2023-03-21,1.2747
2023-03-22,1.2739
2023-03-23,1.2752
2023-03-24,1.2761
2023-03-27,1.2748
2023-03-28,1.2759
2023-03-29,1.2767
2023-03-30,1.2780
2023-03-31,1.2771
2023-04-03,1.2783
2023-04-04,1.2796
2023-04-05,1.2809
2023-04-06,1.2801
2023-04-07,1.2814
2023-04-10,1.2823
2023-04-11,1.2810
2023-04-12,1.2821
2023-04-13,1.2829
2023-04-14,1.2842
2023-04-17,1.2833
2023-04-18,1.2845
2023-04-19,1.2858
2023-04-20,1.2871
2023-04-21,1.2863
2023-04-24,1.2876
2023-04-25,1.2885
2023-04-26,1.2872
2023-04-27,1.2883
2023-04-28,1.2891
2023-05-01,1.2904
2023-05-02,1.2895
2023-05-03,1.2907
2023-05-04,1.2920
2023-05-05,1.2933
2023-05-08,1.2925
2023-05-09,1.2938
2023-05-10,1.2947
2023-05-11,1.2934
2023-05-12,1.2945
2023-05-15,1.2953
2023-05-16,1.2966
2023-05-17,1.2957
2023-05-18,1.2969
2023-05-19,1.2982
2023-05-22,1.2995
2023-05-23,1.2987
2023-05-24,1.3000
2023-05-25,1.3009
2023-05-26,1.2996
2023-05-29,1.3007
2023-05-30,1.3015
2023-05-31,1.3028
2023-06-01,1.3019
2023-06-02,1.3031
2023-06-05,1.3044
2023-06-06,1.3057
2023-06-07,1.3049
2023-06-08,1.3062
2023-06-09,1.3071
2023-06-12,1.3058
2023-06-13,1.3069
2023-06-14,1.3077
2023-06-15,1.3090
2023-06-16,1.3081
2023-06-19,1.3093
2023-06-20,1.3106
2023-06-21,1.3119
2023-06-22,1.3111
2023-06-23,1.3124
2023-06-26,1.3133
2023-06-27,1.3120
2023-06-28,1.3131
2023-06-29,1.3139
2023-06-30,1.3152
2023-07-03,1.3143
2023-07-04,1.3155
2023-07-05,1.3168
2023-07-06,1.3181
2023-07-07,1.3173
2023-07-10,1.3186
2023-07-11,1.3195
2023-07-12,1.3182
2023-07-13,1.3193
2023-07-14,1.3201
2023-07-17,1.3214
2023-07-18,1.3205
2023-07-19,1.3217
2023-07-20,1.3230
2023-07-21,1.3243
2023-07-24,1.3235
2023-07-25,1.3248
2023-07-26,1.3257
2023-07-27,1.3244
2023-07-28,1.3255
2023-07-31,1.3263
2023-08-01,1.3276
2023-08-02,1.3267
2023-08-03,1.3279
2023-08-04,1.3292
2023-08-07,1.3305
2023-08-08,1.3297
2023-08-09,1.3310
2023-08-10,1.3319
2023-08-11,1.3306
2023-08-14,1.3317
2023-08-15,1.3325
2023-08-16,1.3338
2023-08-17,1.3329
2023-08-18,1.3341
2023-08-21,1.3354
2023-08-22,1.3367
2023-08-23,1.3359
2023-08-24,1.3372
2023-08-25,1.3381
2023-08-28,1.3368
2023-08-29,1.3379
2023-08-30,1.3387
2023-08-31,1.3400
2023-09-01,1.3391
2023-09-04,1.3403
2023-09-05,1.3416
2023-09-06,1.3429
2023-09-07,1.3421
2023-09-08,1.3434
2023-09-11,1.3443
2023-09-12,1.3430
2023-09-13,1.3441
2023-09-14,1.3449
2023-09-15,1.3462
2023-09-18,1.3453
2023-09-19,1.3465
2023-09-20,1.3478
2023-09-21,1.3491
2023-09-22,1.3483
2023-09-25,1.3496
2023-09-26,1.3505
2023-09-27,1.3492
2023-09-28,1.3503
2023-09-29,1.3511
2023-10-02,1.3524
2023-10-03,1.3515
2023-10-04,1.3527
2023-10-05,1.3540
2023-10-06,1.3553
2023-10-09,1.3545
2023-10-10,1.3558
2023-10-11,1.3567
2023-10-12,1.3554
2023-10-13,1.3565
2023-10-16,1.3573
2023-10-17,1.3586
2023-10-18,1.3577
2023-10-19,1.3589
2023-10-20,1.3602
2023-10-23,1.3615
2023-10-24,1.3607
2023-10-25,1.3620
2023-10-26,1.3629
2023-10-27,1.3616
2023-10-30,1.3627
2023-10-31,1.3635
2023-11-01,1.3648
2023-11-02,1.3639
2023-11-03,1.3651
2023-11-06,1.3664
2023-11-07,1.3677
2023-11-08,1.3669
2023-11-09,1.3682
2023-11-10,1.3691
2023-11-13,1.3678
2023-11-14,1.3689
2023-11-15,1.3697
2023-11-16,1.3710
2023-11-17,1.3701
2023-11-20,1.3713
2023-11-21,1.3726
2023-11-22,1.3739
2023-11-23,1.3731
2023-11-24,1.3744
2023-11-27,1.3753
2023-11-28,1.3740
2023-11-29,1.3751
2023-11-30,1.3759
2023-12-01,1.3772
2023-12-04,1.3763
2023-12-05,1.3775
2023-12-06,1.3788
2023-12-07,1.3801
2023-12-08,1.3793
2023-12-11,1.3806
2023-12-12,1.3815
2023-12-13,1.3802
2023-12-14,1.3813
2023-12-15,1.3821
2023-12-18,1.3834
2023-12-19,1.3825
2023-12-20,1.3837
2023-12-21,1.3850
2023-12-22,1.3863
2023-12-25,1.3855
2023-12-26,1.3868
2023-12-27,1.3877
2023-12-28,1.3864
2023-12-29,1.3875
2024-01-01,1.3883
2024-01-02,1.3896
2024-01-03,1.3887
2024-01-04,1.3899
2024-01-05,1.3912
2024-01-08,1.3925
2024-01-09,1.3917
2024-01-10,1.3930
2024-01-11,1.3939
2024-01-12,1.3926
2024-01-15,1.3937
2024-01-16,1.3945
2024-01-17,1.3958
2024-01-18,1.3949
2024-01-19,1.3961
2024-01-22,1.3974
2024-01-23,1.3987
2024-01-24,1.3979
2024-01-25,1.3992
2024-01-26,1.4001
2024-01-29,1.3988
2024-01-30,1.3999
2024-01-31,1.4007
2024-02-01,1.4020
2024-02-02,1.4011
2024-02-05,1.4023
2024-02-06,1.4036
2024-02-07,1.4049
2024-02-08,1.4041
2024-02-09,1.4054
2024-02-12,1.4063
2024-02-13,1.4050
2024-02-14,1.4061
2024-02-15,1.4069
2024-02-16,1.4082
2024-02-19,1.4073
2024-02-20,1.4085
2024-02-21,1.4098
2024-02-22,1.4111
2024-02-23,1.4103
2024-02-26,1.4116
2024-02-27,1.4125
2024-02-28,1.4112
2024-02-29,1.4123
2024-03-01,1.4131
2024-03-04,1.4144
2024-03-05,1.4135
2024-03-06,1.4147
2024-03-07,1.4160
2024-03-08,1.4173
2024-03-11,1.4165
2024-03-12,1.4178
2024-03-13,1.4187
2024-03-14,1.4174
2024-03-15,1.4185
2024-03-18,1.4193
2024-03-19,1.4206
2024-03-20,1.4197
2024-03-21,1.4209
2024-03-22,1.4222
2024-03-25,1.4235
2024-03-26,1.4227
2024-03-27,1.4240
2024-03-28,1.4249
2024-03-29,1.4236
2024-04-01,1.4247
2024-04-02,1.4255
2024-04-03,1.4268
2024-04-04,1.4259
2024-04-05,1.4271
2024-04-08,1.4284
2024-04-09,1.4297
2024-04-10,1.4289
2024-04-11,1.4302
2024-04-12,1.4311
2024-04-15,1.4298
2024-04-16,1.4309
2024-04-17,1.4317
2024-04-18,1.4330
2024-04-19,1.4321
2024-04-22,1.4333
2024-04-23,1.4346
2024-04-24,1.4359
2024-04-25,1.4351
2024-04-26,1.4364
2024-04-29,1.4373
2024-04-30,1.4360
2024-05-01,1.4371
2024-05-02,1.4379
2024-05-03,1.4392
2024-05-06,1.4383
2024-05-07,1.4395
2024-05-08,1.4408
2024-05-09,1.4421
2024-05-10,1.4413
2024-05-13,1.4426
2024-05-14,1.4435
2024-05-15,1.4422
2024-05-16,1.4433
2024-05-17,1.4441
2024-05-20,1.4454
2024-05-21,1.4445
2024-05-22,1.4457
2024-05-23,1.4470
2024-05-24,1.4483
2024-05-27,1.4475
2024-05-28,1.4488
2024-05-29,1.4497
2024-05-30,1.4484
2024-05-31,1.4495
2024-06-03,1.4503
2024-06-04,1.4516
2024-06-05,1.4507
2024-06-06,1.4519
2024-06-07,1.4532
2024-06-10,1.4545
2024-06-11,1.4537
2024-06-12,1.4550
2024-06-13,1.4559
2024-06-14,1.4546
2024-06-17,1.4557
2024-06-18,1.4565
2024-06-19,1.4578
2024-06-20,1.4569
2024-06-21,1.4581
2024-06-24,1.4594
2024-06-25,1.4607
2024-06-26,1.4599
2024-06-27,1.4612
2024-06-28,1.4621
2024-07-01,1.4608
2024-07-02,1.4619
2024-07-03,1.4627
2024-07-04,1.4640
2024-07-05,1.4631
2024-07-08,1.4643
2024-07-09,1.4656
2024-07-10,1.4669
2024-07-11,1.4661
2024-07-12,1.4674
2024-07-15,1.4683
2024-07-16,1.4670
2024-07-17,1.4681
2024-07-18,1.4689
2024-07-19,1.4702
2024-07-22,1.4693
2024-07-23,1.4705
2024-07-24,1.4718
2024-07-25,1.4731
2024-07-26,1.4723
2024-07-29,1.4736
2024-07-30,1.4745
2024-07-31,1.4732
2024-08-01,1.4743
2024-08-02,1.4751
2024-08-05,1.4764
2024-08-06,1.4755
2024-08-07,1.4767
2024-08-08,1.4780
2024-08-09,1.4793
2024-08-12,1.4785
2024-08-13,1.4798
2024-08-14,1.4807
2024-08-15,1.4794
2024-08-16,1.4805
2024-08-19,1.4813
2024-08-20,1.4826
2024-08-21,1.4817
2024-08-22,1.4829
2024-08-23,1.4842
2024-08-26,1.4855
2024-08-27,1.4847
2024-08-28,1.4860
2024-08-29,1.4869
2024-08-30,1.4856
2024-09-02,1.4867
2024-09-03,1.4875
2024-09-04,1.4888
2024-09-05,1.4879
2024-09-06,1.4891
2024-09-09,1.4904
2024-09-10,1.4917
2024-09-11,1.4909
2024-09-12,1.4922
2024-09-13,1.4931
2024-09-16,1.4918
2024-09-17,1.4929
2024-09-18,1.4937
2024-09-19,1.4950
2024-09-20,1.4941
2024-09-23,1.4953
2024-09-24,1.4966
2024-09-25,1.4979
2024-09-26,1.4971
2024-09-27,1.4984
2024-09-30,1.4993
2024-10-01,1.4980
2024-10-02,1.4991
2024-10-03,1.4999
2024-10-04,1.5012
2024-10-07,1.5003
2024-10-08,1.5015
2024-10-09,1.5028
2024-10-10,1.5041
2024-10-11,1.5033
2024-10-14,1.5046
2024-10-15,1.5055
2024-10-16,1.5042
2024-10-17,1.5053
2024-10-18,1.5061
2024-10-21,1.5074
2024-10-22,1.5065
2024-10-23,1.5077
2024-10-24,1.5090
2024-10-25,1.5103
2024-10-28,1.5095
2024-10-29,1.5108
2024-10-30,1.5117
2024-10-31,1.5104
2024-11-01,1.5115
2024-11-04,1.5123
2024-11-05,1.5136
2024-11-06,1.5127
2024-11-07,1.5139
2024-11-08,1.5152
2024-11-11,1.5165
2024-11-12,1.5157
2024-11-13,1.5170
2024-11-14,1.5179
2024-11-15,1.5166
2024-11-18,1.5177
2024-11-19,1.5185
2024-11-20,1.5198
2024-11-21,1.5189
2024-11-22,1.5201
2024-11-25,1.5214
2024-11-26,1.5227
2024-11-27,1.5219
2024-11-28,1.5232
2024-11-29,1.5241
2024-12-02,1.5228
2024-12-03,1.5239
2024-12-04,1.5247
2024-12-05,1.5260
2024-12-06,1.5251
2024-12-09,1.5263
2024-12-10,1.5276
2024-12-11,1.5289
2024-12-12,1.5281
2024-12-13,1.5294
2024-12-16,1.5303
2024-12-17,1.5290
2024-12-18,1.5301
2024-12-19,1.5309
2024-12-20,1.5322
2024-12-23,1.5313
2024-12-24,1.5325
2024-12-25,1.5338
2024-12-26,1.5351
2024-12-27,1.5343
2024-12-30,1.5356
2024-12-31,1.5365
2025-01-01,1.5352
